Race_ID,Horse,Predicted_Probability
58,Signora Bellissima,0.0627
58,Sonnerie Power,0.10676
58,Ribba Hill,0.06846
58,Orange N Blue,0.07136
58,Ever Hopefull,0.09682
58,Percy Willis,0.0986
58,Hartswood,0.0842
58,Urban Road,0.10988
58,Alpine Sierra,0.11562
58,Midnight Lion,0.083
58,Life On The Rocks,0.1026
59,Fleurman,0.14464
59,Cello,0.2054
59,Dreams Adozen,0.18892
59,Hedonista,0.18546
59,Something,0.1895
59,Quercus Robur,0.08608
60,Albasheer,0.13494
60,Saint Lawrence,0.07338
60,Malc,0.08726
60,Juan Les Pins,0.07982
60,Amazonian Dream,0.11792
60,Fire Demon,0.0746
60,Rohaan,0.12476
60,We Never Stop,0.10172
60,The Caltonian,0.07938
60,Secret Guest,0.12622
61,Popmaster,0.1759
61,Symbol Of Light,0.0898
61,Qazaq,0.1468
61,Blue Prince,0.134
61,Empirestateofmind,0.15536
61,Apiarist,0.16162
61,Storm Star,0.13652
62,Dicko The Legend,0.08024
62,Showtime Mahomes,0.12702
62,Novak,0.06414
62,Blackjack,0.08604
62,Moyola,0.05384
62,Too Much,0.08734
62,Rory,0.05626
62,Howzak,0.06238
62,Profit Street,0.08544
62,Kats Bob,0.09638
62,Wee Fat Mac,0.10316
62,Bellagio Man,0.09776
63,Papa Don't Preach,0.11106
63,The Gay Blade,0.13206
63,King Of The Jungle,0.13114
63,Show Me Show Me,0.14828
63,Stone Of Destiny,0.10808
63,Hard Nut,0.0818
63,Doon The Glen,0.10228
63,Rockley Point,0.08718
63,Elzaal,0.09812
64,Jamie Bond,0.13094
64,Masterclass,0.1138
64,Rogue De Vega,0.14336
64,Oriental Prince,0.13656
64,Three Beauz,0.13518
64,Piperstown,0.13246
64,Pockley,0.12624
64,Shatin Venture,0.08146
1939,Triple Force,0.10492
1939,Come On John,0.1904
1939,Fifty Sent,0.07798
1939,Treasure Storm,0.07868
1939,Inspiring Speeches,0.10412
1939,Violeta,0.10246
1939,Dragons Will Rise,0.05724
1939,Jujubella,0.1028
1939,Blackstone Cliff,0.09414
1939,Tiger Trap,0.08726
1940,Lahab,0.1468
1940,Brazilian Rose,0.09526
1940,McCauley's Tavern,0.12266
1940,Spartan Fighter,0.11992
1940,Art Fantastique,0.10886
1940,Noble Consort,0.14722
1940,Athollblair Boy,0.07908
1940,Thunderstorm Katie,0.09438
1940,Mr Stanley,0.08582
1941,Jimmy Knocker,0.09338
1941,Yoshimi,0.11952
1941,Giselles Izzy,0.12036
1941,Oriental Prince,0.2152
1941,Korroor,0.10704
1941,Hurstwood,0.11162
1941,Sydney Bay,0.11494
1941,Badosa,0.11794
1942,Jump The Gun,0.0897
1942,Bobby Joe Leg,0.07732
1942,Kalganov,0.06512
1942,Streak Lightning,0.10356
1942,Finn Ironside,0.08982
1942,Angel Of Antrim,0.14248
1942,Pallas Lord,0.07982
1942,Conquest Of Power,0.09162
1942,Impeach,0.07572
1942,Ravensbourne,0.12364
1942,Mickey Mongoose,0.0612
1943,Sanat,0.15364
1943,Thunder Star,0.1729
1943,Wrestling Revenue,0.1327
1943,Water Of Leith,0.14438
1943,Rodborough,0.10244
1943,Castan,0.1795
1943,Gustav Graves,0.11444
3821,Rainyniteingeorgia,0.11902
3821,Diamond Dreamer,0.11438
3821,Nogo's Dream,0.1406
3821,Master Of My Fate,0.15152
3821,Level Up,0.10264
3821,Harb,0.14946
3821,Gogo Yubari,0.12618
3821,Pop Dancer,0.0962
3822,True Courage,0.08868
3822,Knockbrex,0.13158
3822,Crystal Mariner,0.12672
3822,Therapist,0.12766
3822,Damascus Steel,0.10196
3822,Gallant Lion,0.10896
3822,Raintown,0.11798
3822,Early Morning Dew,0.09514
3822,Hebridean Nomad,0.10132
3823,Havana Sky,0.18232
3823,Lord Rapscallion,0.14962
3823,Tadreeb,0.12022
3823,Charlie Mason,0.16656
3823,Juan Solo,0.06854
3823,Crow's Nest,0.11762
3823,The Smiling Wolf,0.09356
3823,Lahina Bay,0.10156
3824,Sedgemoor,0.12632
3824,Flag Carrier,0.10018
3824,Secret Strength,0.10832
3824,Sonmarg,0.11024
3824,Overnight Oats,0.20254
3824,Star Pupil,0.12164
3824,Kondratiev Wave,0.13648
3824,Mount Mogan,0.09428
3825,Gordon Grey,0.10188
3825,Joycean Way,0.08706
3825,Rey De La Batalla,0.08178
3825,Tribal Wisdom,0.09192
3825,Imperial Fighter,0.0926
3825,Detroit Lion,0.0976
3825,Spectacular Style,0.10892
3825,Calanthe,0.10318
3825,Etretat,0.14704
3825,Stipulation,0.08802
3826,Gold Aura,0.1523
3826,Capstan,0.06686
3826,Doublethetrouble,0.0992
3826,Spitfire Bridge,0.1061
3826,Sophosc,0.1036
3826,Brividi,0.07522
3826,Further Measure,0.1032
3826,Arch Legend,0.10838
3826,Sir Joseph Swan,0.11786
3826,Balgowan,0.06728
3827,Sisterandbrother,0.12508
3827,Ace Rothstein,0.0823
3827,Young Endless,0.079
3827,Paradoxical,0.17278
3827,Pilgrim Of Culture,0.06642
3827,Yakhabar,0.0908
3827,Mr Nugget,0.07982
3827,Khangai,0.16832
3827,Coloane,0.13548
3828,Palmar Bay,0.083
3828,Lattaash,0.0869
3828,Newsreader,0.07762
3828,How Impressive,0.0854
3828,Billy Mill,0.076
3828,Ziggy's Condor,0.09546
3828,Judgment Call,0.08586
3828,Perennial,0.0643
3828,So Quiet,0.1034
3828,Legal Reform,0.06912
3828,Federal Envoy,0.08468
3828,Beauty Choice,0.08826
3829,Foro Romano,0.07292
3829,Rock Diva,0.08784
3829,Brightandbeautiful,0.1187
3829,Minelone,0.0939
3829,Cosmic Force,0.10158
3829,Whizz By,0.12064
3829,Empowered Queen,0.12038
3829,Bantz,0.10292
3829,The Outlaw,0.08792
3829,Desert Eye,0.0932
3830,Style Of Life,0.11782
3830,Rapido Girl,0.13912
3830,Liv My Life,0.0739
3830,Bella Kopella,0.12932
3830,Autumn Rose,0.11616
3830,Beveragino,0.092
3830,Just Rita,0.1045
3830,Lockdown Lass,0.08526
3830,Starsong,0.14192
3831,Jack Daniel,0.05082
3831,Joolianoss,0.0855
3831,Al Suil Eile,0.07648
3831,Elterwater,0.14482
3831,Union Island,0.14474
3831,Mr Fustic,0.07762
3831,War Memorial,0.06942
3831,Commander Crouch,0.11792
3831,Mykonos St John,0.11226
3831,Kodebreaker,0.12042
3832,Mercurius Power,0.1017
3832,Distinction,0.08296
3832,Tea Sea,0.13058
3832,Embarked,0.09138
3832,Drifts Away,0.13216
3832,Timebar,0.0775
3832,Devasboy,0.11096
3832,Billy McGarry,0.08858
3832,Anif,0.0901
3832,Jaamir,0.09408
5730,Line Of Force,0.20074
5730,Art Market,0.1983
5730,Blewburton,0.17926
5730,Misty Sky,0.2216
5730,Choreographic,0.2001
5731,Wadacre Gomez,0.06986
5731,Barenboim,0.09646
5731,Moon Over Miami,0.11138
5731,Arqoob,0.11714
5731,Gaassee,0.0738
5731,Old Harrovian,0.11546
5731,Asgard's Captain,0.16364
5731,In The Breeze,0.1117
5731,Glen Buck,0.14056
5732,Dubai Magic,0.12392
5732,Miakoda,0.16262
5732,Woodhay Whisper,0.09224
5732,Kensington Hope,0.1067
5732,Until Dawn,0.10108
5732,Frankies Dream,0.13676
5732,The Last Time,0.1002
5732,Cuban Lynx,0.17648
5733,Just Ten High,0.11502
5733,Eldeyaar,0.09502
5733,King's Crown,0.11514
5733,Raft Up,0.06288
5733,Due Date,0.08132
5733,Three Beauz,0.12776
5733,Bomb Squad,0.12498
5733,Laura's Breeze,0.11892
5733,She'Sashambles,0.0945
5733,Next Second,0.06446
5734,Rogue De Vega,0.15286
5734,Radiant Angel,0.07856
5734,Sir Maxi,0.13008
5734,Stars Away,0.05272
5734,Motagally,0.09174
5734,Beneficiary,0.11004
5734,Fircombe Hall,0.13186
5734,Midnightattheoasis,0.06966
5734,Ben Dikduk,0.0902
5734,Fantasy Navigator,0.09228
5735,Roaring Legend,0.17738
5735,Parramount,0.16242
5735,Lexington Knight,0.13978
5735,Optician,0.17182
5735,Wonder,0.15252
5735,Saligo Bay,0.10138
5735,Warrior Lion,0.0947
5736,Rebel Empire,0.13946
5736,Many A Star,0.1035
5736,Royal Pleasure,0.0753
5736,Last Outlaw,0.09688
5736,Hiatus,0.09902
5736,Antiphon,0.09424
5736,Ormolulu,0.1425
5736,Papa Cocktail,0.08864
5736,Tyke,0.0771
5736,Glendown,0.08336
5737,Angel Of Antrim,0.21912
5737,Rosenpur,0.12662
5737,Guiteau,0.08986
5737,Dan Dee Prince,0.07762
5737,Thomas Equinas,0.11262
5737,Circles,0.11108
5737,First Dynasty,0.06218
5737,Ignac Lamar,0.12114
5737,Cable Beach,0.07976
5738,What What What,0.08818
5738,Grey Operations,0.10136
5738,Ceira G,0.08006
5738,Kaleidoscope Eyes,0.12178
5738,Andalseeyagraham,0.0911
5738,Followeroffashion,0.0857
5738,Miss Pocket Rocket,0.05314
5738,Black Sky,0.07846
5738,General Gordon,0.07146
5738,Cuda Been A Rowlex,0.07382
5738,Tango In Paris,0.06528
5738,A Fine Claret,0.08966
5739,Split Elevens,0.13258
5739,Nights Over Egypt,0.11032
5739,Lion's Dream,0.1211
5739,Reputation,0.13676
5739,City Cyclone,0.16116
5739,American Rose,0.1061
5739,Plumette,0.14026
5739,Midnight Flame,0.09172
5740,Noble Order,0.15874
5740,Diamondonthehill,0.0787
5740,Cynosure,0.14232
5740,Vibrato,0.16722
5740,Smart Hero,0.1546
5740,Urban Sprawl,0.1459
5740,Island Bandit,0.15252
5741,Crafter,0.11036
5741,Capuchinero,0.09458
5741,Covert Legend,0.06624
5741,Cerulean Summer,0.1003
5741,Overlooked,0.10278
5741,Masqool,0.12604
5741,Tasmanian Legend,0.0661
5741,Green Power,0.06708
5741,Molly Valentine,0.10332
5741,Have You A Minute,0.10326
5741,The Pug,0.05994
9470,Lequinto,0.1412
9470,Em Jay Kay,0.12404
9470,Royal Musketeer,0.09542
9470,Hallowed Time,0.09544
9470,Classy Clarets,0.13292
9470,Haworth Star,0.06352
9470,Professor Tickle,0.08444
9470,Not Just Yet,0.10578
9470,Good Karma,0.1028
9470,Kipp Kelly,0.05444
9471,Enola Grey,0.22962
9471,Samra Star,0.17624
9471,Radiant Beauty,0.21292
9471,Jazzy Angel,0.17016
9471,Noisy Music,0.21106
9472,Golden Mind,0.10768
9472,Bobby Bennu,0.15088
9472,Brewing,0.15144
9472,Society Man,0.0898
9472,Royal Zabeel,0.14214
9472,Havanagreattime,0.12376
9472,Street Kid,0.10856
9472,Brasil Power,0.12574
9473,Mesaafi,0.10218
9473,Where's Freddy,0.10848
9473,Havana Force,0.12168
9473,The Caribbean,0.07478
9473,Eden Storm,0.07972
9473,Evocative Spark,0.0801
9473,Fools Rush In,0.12688
9473,Harbour Vision,0.09516
9473,Flatley,0.07078
9473,Circles,0.14024
9474,Thismydream,0.08872
9474,Basholo,0.08664
9474,Alafdhal,0.10598
9474,So Obsessed,0.0874
9474,Maharajas Express,0.0968
9474,Soldiers Design,0.0647
9474,Apache Star,0.12592
9474,Sir Benedict,0.08362
9474,Gustav Graves,0.10994
9474,Himawari,0.05044
9474,Buraback,0.09984
9475,Starfighter,0.13914
9475,Virtual Hug,0.1103
9475,Ocean Ridge,0.11916
9475,The Resdev Way,0.126
9475,Villazon,0.1084
9475,Abstract,0.07364
9475,Muhalhel,0.1108
9475,Pittsburg,0.0812
9475,Where Is The Love,0.13136
9476,Smokey Malone,0.12658
9476,Enzos Angel,0.13778
9476,Wannabeawallaby,0.12464
9476,Orange Martini,0.08358
9476,Desiderata,0.15152
9476,Walk The Moon,0.09772
9476,High Court Judge,0.18984
9476,This Time Maybe,0.08834
11322,Ellexis,0.13338
11322,Sid's Annie,0.1347
11322,Kingmont,0.14914
11322,Caramay,0.2004
11322,Silk Bird,0.08
11322,Disclosure,0.1674
11322,Equuleus Star,0.13498
11323,Ravenglass,0.11742
11323,Centurion Dream,0.0547
11323,Forever Proud,0.17952
11323,Doctor Awtaad,0.08402
11323,Al Shabab,0.11112
11323,Boujee Gold,0.12768
11323,Northern Cracksman,0.09306
11323,Glencalvie,0.10222
11323,Evasive Power,0.06756
11323,Melsmay,0.0627
11324,Just A Spark,0.1072
11324,Tiger Crusade,0.14086
11324,Power Over Me,0.08888
11324,Lir Speciale,0.10884
11324,Pure Angel,0.10906
11324,Lady Dreamer,0.11804
11324,Monsieur Kodi,0.13314
11324,Mojomaker,0.11814
11324,That's For Sure,0.07584
11325,Le Rouge Chinois,0.10286
11325,Green Team,0.15944
11325,It's A Love Thing,0.09696
11325,Lawmans Blis,0.12924
11325,Hill Station,0.12724
11325,Dark Mystery,0.1541
11325,Blue Sky Boy,0.08278
11325,Alfheim,0.14738
11326,Anamika,0.08176
11326,Till It Shines,0.07848
11326,Artificer,0.0993
11326,Pessoa,0.18572
11326,Heavenly Fire,0.12514
11326,Speed Court,0.053
11326,Too Much Too Young,0.08832
11326,Porfin,0.0899
11326,The Toff,0.09332
11326,Perfect Curves,0.10506
11327,Silky Robin,0.1017
11327,Bossy Parker,0.115
11327,Salaamaat,0.053
11327,Lady Ava,0.05276
11327,Heerathetrack,0.10758
11327,Concert Boy,0.10954
11327,Ash Wednesday,0.14894
11327,Brave Display,0.08256
11327,Quick Away,0.06694
11327,Kenstone,0.07086
11327,Gypsy Nation,0.09112
13230,Fiorella Princess,0.12496
13230,Dandy Magic,0.1203
13230,Blinky,0.14622
13230,Star Chorus,0.13802
13230,Oakley Boy,0.14276
13230,Fallen Soldier,0.12372
13230,Startling,0.11742
13230,Atherstone Beau,0.0866
13231,Illucidate,0.24592
13231,Percy Willis,0.28328
13231,Humble Spark,0.2824
13231,Show No Fear,0.1884
13232,Rhythm N Hooves,0.14692
13232,Mondammej,0.173
13232,Sugar Hill Babe,0.12186
13232,Dark Kestrel,0.12924
13232,Our Absent Friends,0.14974
13232,Strong Johnson,0.1413
13232,Parisiac,0.13794
13233,Powerful Response,0.14282
13233,Kalikapour,0.12766
13233,Parish Councillor,0.11404
13233,Russian Virtue,0.09876
13233,Annandale,0.12382
13233,Sandret,0.1263
13233,Burglar's Dream,0.11302
13233,Racing Vicar,0.07398
13233,Dundory,0.0796
13234,Red Maids,0.12814
13234,Beattie Is Back,0.11778
13234,King's School,0.1206
13234,Commander Of Life,0.10668
13234,Starliner,0.08172
13234,Barnaby,0.08404
13234,Petra Celera,0.07408
13234,William Dewhirst,0.1279
13234,Alreet Cha,0.07952
13234,Homer Stokes,0.07954
13235,Ahamoment,0.1074
13235,Wyvern,0.10538
13235,Rebecca's Girl,0.13654
13235,Drafted,0.11418
13235,Tasever,0.09908
13235,Belle Flora,0.06104
13235,Drakeholes,0.09638
13235,Pallas Lord,0.099
13235,Keep Me Stable,0.11362
13235,Marcello Si,0.06738
13236,Tyger Bay,0.10562
13236,Above,0.09804
13236,Hierarchy,0.08804
13236,Grenham Bay,0.13726
13236,Gundogan,0.08584
13236,First Company,0.07262
13236,Mighty Gurkha,0.0621
13236,Big R,0.10098
13236,Roach Power,0.06928
13236,Runaround Sioux,0.0949
13236,Man On A Mission,0.08532
13237,Saturnalia,0.09298
13237,Timetobenice,0.08836
13237,Monopolise,0.11612
13237,Mond,0.0705
13237,Clipsham La Habana,0.07422
13237,Drumstick,0.10126
13237,Bernadine,0.07546
13237,Beauty Generation,0.09382
13237,Profitman,0.1026
13237,Night Arc,0.05958
13237,Shamardal Star,0.07986
13237,Taskheer,0.04524
13238,Beccali,0.28782
13238,Molveno,0.2794
13238,Hippocratic Oath,0.26452
13238,Northwest Passage,0.16826
13239,Robusto,0.09596
13239,Zoran,0.13088
13239,Jack McNamara,0.1958
13239,Golden Flame,0.08362
13239,Haaland,0.11432
13239,Poncho,0.14758
13239,The Craftymaster,0.08866
13239,Francesco Baracca,0.14318
15087,Knockbrex,0.25978
15087,Vibrato,0.21034
15087,Epsom Faithfull,0.15484
15087,Hitched,0.22834
15087,No Surrender,0.1467
15088,Douglas Dc,0.11814
15088,Paradoxical,0.11616
15088,Seraphic,0.11088
15088,Another Beautiful,0.07372
15088,Kojin,0.12288
15088,Forge Valley Lad,0.1214
15088,Moon Over The Sea,0.12516
15088,Lost In Time,0.13042
15088,Hello Sweety,0.08124
15089,Tadreeb,0.29316
15089,Fools Rush In,0.34576
15089,Poetic Force,0.21302
15089,Go Wild,0.14806
15090,Brosay,0.11696
15090,Ardennes,0.1492
15090,Dream Voyage,0.09238
15090,Amerjeet,0.1092
15090,Sergio Parisse,0.12732
15090,Carbine Harvester,0.16162
15090,Berkshire Kameo,0.12934
15090,Rock N Roll Rocket,0.11398
15091,Bowood,0.20974
15091,Orbaan,0.15652
15091,Invincible Aura,0.13582
15091,Master Of Combat,0.22028
15091,Starshiba,0.19796
15091,Forca Timao,0.07968
15092,Sparkling Belle,0.0694
15092,Harlington,0.12488
15092,Come On John,0.20066
15092,Dubai Harbour,0.14546
15092,Star Of Sussex,0.05568
15092,Villalobos,0.11886
15092,Init Together,0.2021
15092,Laurentia,0.08296
15093,Send In The Clouds,0.07544
15093,Major Major,0.17822
15093,Royal Observatory,0.1667
15093,Forever Proud,0.1996
15093,Cracking Filly,0.12072
15093,Naughty Niall,0.12356
15093,Danehill Star,0.13576
15094,Shades Of May,0.10024
15094,Time Patrol,0.14414
15094,Comedian Leader,0.09536
15094,Q Twenty Boy,0.08326
15094,Zina Colada,0.11132
15094,Wild Eyed Girl,0.08572
15094,Captain Dandy,0.099
15094,Lucy Lockett,0.09516
15094,Jazz State,0.07854
15094,Lord Danielson,0.10726
15095,Black Smoke,0.09448
15095,Foinix,0.0645
15095,Carlton,0.14264
15095,Alex The Great,0.10776
15095,Meisterzinger,0.07494
15095,Oscar Doodle,0.08616
15095,Mamdoh,0.1134
15095,Zooks,0.10806
15095,Rogue Raider,0.04442
15095,Lumberjack,0.0817
15095,Leon Trotsky,0.08194
15096,Made The Cut,0.07426
15096,Sopelana,0.05972
15096,The Outlaw,0.11608
15096,Khutulun,0.09728
15096,Rumseg,0.07628
15096,Montbeliarde,0.07692
15096,Tiny Rebel,0.04636
15096,Specified,0.09998
15096,Majestic Heights,0.09064
15096,Africa Charm,0.07896
15096,Kings Square,0.05914
15096,Perfect Ruby,0.0689
15096,Logical Lady,0.05548
15097,Once Adaay,0.11702
15097,Triggered,0.17296
15097,Zaltalla,0.16066
15097,Mammy,0.1628
15097,Adace,0.19688
15097,Rising Force,0.18968
15098,Boasty,0.1285
15098,Phone Tag,0.15062
15098,Auguste Lumiere,0.15238
15098,Bohemian Breeze,0.15952
15098,Solanna,0.23146
15098,Fihrayn,0.17752
16868,Corsican Caper,0.09246
16868,Liberated Lad,0.11612
16868,Zivaniya,0.11902
16868,Dark Agent,0.08774
16868,Breccia,0.1384
16868,Socialist Agenda,0.11526
16868,Bamboo Bay,0.1283
16868,Star Of Markinch,0.09774
16868,Typewritten,0.10496
16869,Polemon,0.10178
16869,Brosna Town,0.0727
16869,Autocrat,0.08534
16869,Eighty Eight,0.1647
16869,Bambeano,0.07908
16869,Jazz Forever,0.10108
16869,Rockview Consort,0.09728
16869,Rhythm And Tyne,0.10024
16869,Nika Pika,0.07096
16869,Saga Des Aigles,0.0618
16869,Figurehead,0.06504
16870,Bansha Belle,0.14704
16870,Lyle The Crocodile,0.14776
16870,Tomarlo,0.16342
16870,Weegeebear,0.1085
16870,Endless Dawn,0.0769
16870,Hooz In Court,0.11422
16870,Movin And Groovin,0.15754
16870,Drish Samphire,0.08462
16871,Clarita,0.1014
16871,Sayifyouwill,0.1046
16871,Current Option,0.10398
16871,Benavente,0.07716
16871,Duplantis,0.0591
16871,Nezeeh,0.07594
16871,Shoot To Kill,0.11948
16871,Ransom,0.06236
16871,May Night,0.04356
16871,Superior Force,0.07934
16871,Ivasecret,0.04166
16871,Nikki Swango,0.07528
16871,Is That Love,0.05614
16872,Thunder Star,0.13658
16872,Dicko The Legend,0.15388
16872,Darlo Pride,0.14262
16872,Mumayaz,0.1281
16872,Sugar Baby,0.09326
16872,Ramon Di Loria,0.09326
16872,Gustav Graves,0.14498
16872,Oriental Prince,0.10732
16873,Beneficiary,0.1345
16873,Desert Master,0.10116
16873,Travel Candy,0.07518
16873,Three Beauz,0.12722
16873,Beaumadier,0.0977
16873,Phoenix Star,0.097
16873,Gidwa,0.10482
16873,Stroxx,0.08768
16873,Rockley Point,0.09542
16873,The Princes Poet,0.07932
16874,Beauty Bella,0.10208
16874,Arthur Rose,0.06906
16874,Golden Days,0.12242
16874,Storm Eric,0.0852
16874,Eagles Whistle,0.07094
16874,Villemacho,0.0758
16874,Zahee,0.0661
16874,Eastern Capital,0.06736
16874,Phoenix Princess,0.0377
16874,Rhasidat,0.04636
16874,Roderick,0.07048
16874,Royal Tribute,0.1024
16874,Turbo Sprint,0.0841
16875,Nevernay,0.08306
16875,Tomorrow Day,0.12454
16875,The Gay Blade,0.11676
16875,Spartan Fighter,0.11132
16875,Sir Maxi,0.13948
16875,Fircombe Hall,0.13302
16875,Ben Dikduk,0.1189
16875,Sacred Melody,0.10398
16875,Dodgy Bob,0.06894
16876,Free Solo,0.0753
16876,Latin,0.073
16876,Higher Kingdom,0.11072
16876,Camachero,0.0524
16876,Bungle Inthedesert,0.08058
16876,Reclaim,0.12024
16876,Cousin Shay,0.11212
16876,Hialeah,0.07892
16876,Aljadel,0.07814
16876,Deuteronomy,0.06754
16876,Jackandthefox,0.06492
16876,L'immortale,0.08612
16877,Fortunate Star,0.15882
16877,Captain Vallo,0.15596
16877,King Of The Jungle,0.17058
16877,Eldeyaar,0.11216
16877,Sirius White,0.11728
16877,My Boy Jack,0.15538
16877,Parson's Meadow,0.07618
16877,Captain Bentley,0.05364
18750,Tradesman,0.08186
18750,Alright Sunshine,0.08134
18750,Haliphon,0.10898
18750,Star Legend,0.08712
18750,Addosh,0.089
18750,Delta Legend,0.1045
18750,Blue Sky Boy,0.08856
18750,Carlton,0.15952
18750,Sullivan Bay,0.09004
18750,Albert Lasker,0.10908
18751,Sol Cayo,0.12272
18751,Lerwick,0.17258
18751,Midnight Lion,0.14648
18751,Bashful,0.11718
18751,Urban Road,0.12614
18751,Alpine Sierra,0.1314
18751,Royal Blaze,0.0705
18751,Life On The Rocks,0.113
18752,Galileo Glass,0.05846
18752,Thomas Equinas,0.09148
18752,Deep Blue,0.0426
18752,On Locust Point,0.04218
18752,Till It Shines,0.075
18752,Windsor Pass,0.10402
18752,Jaamir,0.0764
18752,Rising Force,0.10068
18752,Imola,0.07084
18752,Ravensbourne,0.11698
18752,Mashaan,0.12388
18752,Bishop's Glory,0.09748
18753,Apiarist,0.08456
18753,Silent Move,0.04456
18753,Tempus,0.05002
18753,Alzahir,0.07658
18753,Altmore,0.07894
18753,Hat Toss,0.07044
18753,Eagle Day,0.08066
18753,Waiting All Night,0.08042
18753,Riot,0.055
18753,Billy Mill,0.04946
18753,Urban Sprawl,0.07118
18753,Revolutionise,0.0706
18753,Serenity Dream,0.03532
18753,Mr Baloo,0.03822
18753,Quiet Resolve,0.0569
18753,Repertoire,0.05714
18754,Studious,0.13812
18754,Sweet Cicely,0.12458
18754,Penelope Valentine,0.1357
18754,Bantz,0.13872
18754,Herkeios,0.11062
18754,Almasi,0.11196
18754,Cuban Lynx,0.15726
18754,Good Reward,0.08304
18755,Rosario,0.11366
18755,We Never Stop,0.13682
18755,Amazonian Dream,0.11092
18755,Blind Beggar,0.11944
18755,Brooklyn Nine Nine,0.10338
18755,Batal Dubai,0.13718
18755,Sevensees,0.0971
18755,Rebel Empire,0.09922
18755,Sanat,0.08228
18756,Streak Lightning,0.1681
18756,Bobby Joe Leg,0.12388
18756,Arantes Nascimento,0.1504
18756,Trais Fluors,0.1267
18756,Callianassa,0.14398
18756,Showhound,0.12986
18756,Volenti,0.15708
18757,Novak,0.16032
18757,Beale Street,0.19076
18757,Muscika,0.14064
18757,Showtime Mahomes,0.18602
18757,Jackson Street,0.14986
18757,Wee Fat Mac,0.1724
18758,Fai Fai,0.08002
18758,Nordic Glory,0.11382
18758,Silky Robin,0.09794
18758,Poetic Jack,0.0948
18758,Salaamaat,0.05854
18758,Cut To The Chase,0.09524
18758,Due Date,0.07932
18758,Champagne Supanova,0.0707
18758,Barnsnape Boy,0.07794
18758,Lord Danielson,0.127
18758,Fantasy Navigator,0.10468
18759,Emily Post,0.16982
18759,Brazilian Rose,0.15712
18759,Dazy Mazy,0.16158
18759,Biplane,0.11382
18759,Bella Kopella,0.15706
18759,Giselles Izzy,0.13358
18759,Miami Hills,0.10702
18760,City Cyclone,0.1594
18760,Lion's Dream,0.10214
18760,Radiant Angel,0.09676
18760,Voltaic,0.1055
18760,Art Fantastique,0.07854
18760,Heavenly Fire,0.15038
18760,Buttercross Flyer,0.09202
18760,Van Zant,0.11186
18760,Socialise,0.1034
18761,Fernando,0.18926
18761,Manara,0.19738
18761,Patrol,0.19344
18761,Unknown Journey,0.1036
18761,Tiempo Alegre,0.19154
18761,Abstract Art,0.12478
18762,Cinque Verde,0.0823
18762,Bang On The Bell,0.1249
18762,El Bufalo,0.125
18762,Catch Cunningham,0.1289
18762,Nogo's Dream,0.14798
18762,Maris Angel,0.113
18762,Secret Mistral,0.13856
18762,Popular Dream,0.13936
18763,Party Bear,0.09746
18763,Roysdelight,0.11072
18763,Oasis Sunrise,0.09838
18763,Roselily,0.10382
18763,Sarafina Mshairi,0.09784
18763,Navarre Special,0.0782
18763,Camden Flyer,0.07234
18763,Desert Eye,0.0907
18763,Go Steelers Go,0.08444
18763,Mister Coco Fizz,0.09998
18763,Top Biller,0.06612
18764,Maharajas Express,0.12314
18764,Coolagh Magic,0.08932
18764,Snow Berry,0.09292
18764,Katie G,0.09228
18764,Toussarok,0.08838
18764,Under Curfew,0.07058
18764,Rogue Thunder,0.11562
18764,Conquest Of Power,0.10176
18764,Maveric's Magic,0.0426
18764,Red Walls,0.10416
18764,Midnight Flame,0.07924
18765,Kit Gabriel,0.10752
18765,Equion,0.1202
18765,Yeoman,0.09982
18765,Finn Russell,0.11312
18765,Twirler,0.06262
18765,Imperial Fighter,0.08614
18765,Visibility,0.10488
18765,Ciotog,0.10206
18765,Jersey Rocs,0.11474
18765,Distinction,0.0889
22449,Frankies Dream,0.167
22449,Followeroffashion,0.16696
22449,Magna,0.0988
22449,Dusky Rain,0.09884
22449,Kameko Spirit,0.1259
22449,Sunny Time,0.13068
22449,La Mer Grise,0.1008
22449,The Magic Turtle,0.11102
22450,Tadreeb,0.19146
22450,Rey De La Batalla,0.16094
22450,Super Hit,0.14368
22450,Onslow Gardens,0.1498
22450,Masterofgreygoose,0.1337
22450,Straight A,0.14244
22450,Jacques Cartier,0.07798
22451,Bedford Flyer,0.15768
22451,Grace Angel,0.13532
22451,Ziggy's Missile,0.1138
22451,Michaela's Boy,0.11504
22451,The Thames Boatman,0.12944
22451,Diomed Spirit,0.11832
22451,One Night Stand,0.07518
22451,Existent,0.15522
22452,Realise The Dream,0.11414
22452,Sarabi,0.14678
22452,Spinning Dancer,0.12156
22452,Tango In Paris,0.12266
22452,Manton Road,0.17688
22452,Eva's Eyes,0.15076
22452,Perfect Ruby,0.16722
22453,Spuddling,0.107
22453,Appleblossomwhite,0.12668
22453,Aneedah Hero,0.12378
22453,Perfect Parole,0.13134
22453,Funalltheway,0.10446
22453,Born Too Run,0.15534
22453,Freak Encounter,0.14014
22453,Welsh Fizz,0.11126
22454,Forge Valley Lad,0.2349
22454,The Colorist,0.14284
22454,Mirabello Bay,0.11246
22454,Luna Effect,0.1238
22454,Fullforward,0.1459
22454,Mhajim,0.14676
22454,Mapogo,0.09334
22455,Masqool,0.15278
22455,Bearaway,0.10682
22455,Crafter,0.11894
22455,Birthday Angel,0.06624
22455,Fior Di Bosco,0.07942
